species,block,street,trap,nummosquitos,wnvpresent,latitude,longitude,year,month,day
CULEX RESTUANS,36, N PITTSBURGH AVE,T011,2,0,41.944869,-87.832763,2011,6,17
CULEX RESTUANS,58, N WESTERN AVE,T028,9,0,41.986921,-87.689778,2011,6,17
CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,3,0,41.801498,-87.763416,2011,6,17
CULEX RESTUANS,50, S CENTRAL AVE,T031,9,0,41.801498,-87.763416,2011,6,17
CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,2,0,41.868077,-87.666901,2011,6,17
CULEX RESTUANS,11, S ASHLAND AVE,T090,8,0,41.868077,-87.666901,2011,6,17
CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,33,0,41.662014,-87.724608,2011,6,17
CULEX RESTUANS,42, W 127TH PL,T135,34,0,41.662014,-87.724608,2011,6,17
CULEX RESTUANS,43, N ASHLAND AVE OVERPASS,T145,2,0,41.878114,-87.629798,2011,6,17
CULEX PIPIENS/RESTUANS,28, N FRANCISCO AVE,T147,2,0,41.932094,-87.700117,2011,6,17
CULEX RESTUANS,28, N FRANCISCO AVE,T147,3,0,41.932094,-87.700117,2011,6,17
CULEX SALINARIUS,28, N FRANCISCO AVE,T147,1,0,41.932094,-87.700117,2011,6,17
CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,23,0,41.916265,-87.800515,2011,6,17
CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,4,0,41.916265,-87.800515,2011,6,17
CULEX PIPIENS/RESTUANS,25, S MILLARD AVE,T152,1,0,41.846075,-87.716277,2011,6,17
CULEX RESTUANS,25, S MILLARD AVE,T152,1,0,41.846075,-87.716277,2011,6,17
CULEX PIPIENS/RESTUANS,37, N KEDVALE AVE,T218,15,0,41.948167,-87.730698,2011,6,17
CULEX RESTUANS,37, N KEDVALE AVE,T218,2,0,41.948167,-87.730698,2011,6,17
CULEX PIPIENS/RESTUANS,45, N CAMPBELL AVE,T220,2,0,41.963976,-87.69181,2011,6,17
CULEX PIPIENS/RESTUANS,46, N MILWAUKEE AVE,T003,3,0,41.964242,-87.757639,2011,6,17
CULEX PIPIENS/RESTUANS,70, N MOSELL AVE,T008,11,0,42.008314,-87.777921,2011,6,17
CULEX RESTUANS,70, N MOSELL AVE,T008,43,0,42.008314,-87.777921,2011,6,17
CULEX PIPIENS/RESTUANS,11, S CALIFORNIA,T047,16,0,41.868142,-87.696269,2011,6,17
CULEX RESTUANS,11, S CALIFORNIA,T047,21,0,41.868142,-87.696269,2011,6,17
CULEX PIPIENS/RESTUANS,61, W FULLERTON AVE,T013,4,0,41.923738,-87.785288,2011,6,17
CULEX RESTUANS,61, W FULLERTON AVE,T013,1,0,41.923738,-87.785288,2011,6,17
CULEX PIPIENS/RESTUANS,33, N RUTHERFORD AVE,T144,1,0,41.94016,-87.794896,2011,6,17
CULEX RESTUANS,33, N RUTHERFORD AVE,T144,7,0,41.94016,-87.794896,2011,6,17
CULEX RESTUANS,60, W MONTROSE DR,T017,3,0,41.960616,-87.777189,2011,6,17
CULEX RESTUANS,33, W 104TH ST,T095,4,0,41.704336,-87.703736,2011,6,17
CULEX PIPIENS/RESTUANS,17, N PULASKI RD,T039,4,0,41.911824,-87.726737,2011,6,17
CULEX RESTUANS,17, N PULASKI RD,T039,2,0,41.911824,-87.726737,2011,6,17
CULEX PIPIENS/RESTUANS,22, W 51ST ST,T061,6,0,41.801179,-87.679447,2011,6,17
CULEX RESTUANS,22, W 51ST ST,T061,2,0,41.801179,-87.679447,2011,6,17
CULEX PIPIENS/RESTUANS,52, W 63RD ST,T065,7,0,41.778297,-87.752411,2011,6,17
CULEX RESTUANS,67, S KEDZIE AVE,T066,3,0,41.77166,-87.703047,2011,6,17
CULEX PIPIENS/RESTUANS,22, W 69TH ST,T069,1,0,41.768388,-87.678649,2011,6,17
CULEX PIPIENS/RESTUANS,10, E 67TH ST,T073,2,0,41.773215,-87.60088,2011,6,17
CULEX RESTUANS,10, E 67TH ST,T073,2,0,41.773215,-87.60088,2011,6,17
CULEX RESTUANS,39, S ASHLAND AVE,T074,3,0,41.822536,-87.666343,2011,6,17
CULEX RESTUANS,71, S SOUTH SHORE DR,T079,1,0,41.766202,-87.562889,2011,6,17
CULEX PIPIENS/RESTUANS,77, S EBERHART AVE,T080,3,0,41.754676,-87.612922,2011,6,17
CULEX RESTUANS,77, S EBERHART AVE,T080,1,0,41.754676,-87.612922,2011,6,17
CULEX RESTUANS,50, S UNION AVE,T082,1,0,41.803423,-87.642984,2011,6,17
CULEX PIPIENS/RESTUANS,52, S KOLMAR,T114,19,0,41.798697,-87.736812,2011,6,17
CULEX RESTUANS,52, S KOLMAR,T114,41,0,41.798697,-87.736812,2011,6,17
CULEX PIPIENS/RESTUANS,63, W 64TH ST,T155,1,0,41.776156,-87.778927,2011,6,17
CULEX RESTUANS,37, S PULASKI RD,T063,15,0,41.82561,-87.726549,2011,6,17
CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,7,0,41.673408,-87.599862,2011,6,17
CULEX RESTUANS,12, S DOTY AVE,T115,31,0,41.673408,-87.599862,2011,6,17
CULEX PIPIENS,12, S DOTY AVE,T115,1,0,41.673408,-87.599862,2011,6,17
CULEX RESTUANS,10, S STONY ISLAND AVE,T138,3,0,41.726465,-87.585413,2011,6,17
CULEX PIPIENS/RESTUANS,13, S TORRENCE AVE,T200,2,0,41.678618,-87.559308,2011,6,17
CULEX RESTUANS,13, S TORRENCE AVE,T200,4,0,41.678618,-87.559308,2011,6,17
CULEX PIPIENS/RESTUANS,37, E 118TH ST,T212,2,0,41.680946,-87.535198,2011,6,17
CULEX RESTUANS,37, E 118TH ST,T212,9,0,41.680946,-87.535198,2011,6,17
CULEX TERRITANS,37, E 118TH ST,T212,1,0,41.680946,-87.535198,2011,6,17
CULEX PIPIENS/RESTUANS,24, E 105TH ST,T128,1,0,41.704572,-87.565666,2011,6,17
CULEX RESTUANS,24, E 105TH ST,T128,3,0,41.704572,-87.565666,2011,6,17
CULEX PIPIENS/RESTUANS,58, N PULASKI RD,T027,5,0,41.984809,-87.728492,2011,6,17
CULEX RESTUANS,58, N PULASKI RD,T027,24,0,41.984809,-87.728492,2011,6,17
CULEX TERRITANS,58, N PULASKI RD,T027,1,0,41.984809,-87.728492,2011,6,17
CULEX PIPIENS/RESTUANS,40, E 130TH ST,T221,2,0,41.659112,-87.538693,2011,6,17
CULEX RESTUANS,40, E 130TH ST,T221,1,0,41.659112,-87.538693,2011,6,17
CULEX PIPIENS/RESTUANS,91, W HIGGINS RD,T009,9,0,41.992478,-87.862995,2011,6,17
CULEX RESTUANS,91, W HIGGINS RD,T009,4,0,41.992478,-87.862995,2011,6,17
CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,16,0,41.974689,-87.890615,2011,6,17
CULEX RESTUANS,10, W OHARE AIRPORT,T900,116,0,41.974689,-87.890615,2011,6,17
CULEX PIPIENS,10, W OHARE AIRPORT,T900,4,0,41.974689,-87.890615,2011,6,17
CULEX SALINARIUS,10, W OHARE AIRPORT,T900,26,0,41.974689,-87.890615,2011,6,17
CULEX PIPIENS/RESTUANS,10, W OHARE,T903,2,0,41.957799,-87.930995,2011,6,17
CULEX RESTUANS,10, W OHARE,T903,13,0,41.957799,-87.930995,2011,6,17
CULEX PIPIENS/RESTUANS,48, W MONTANA ST,T222,2,0,41.925198,-87.746381,2011,6,17
CULEX RESTUANS,48, W MONTANA ST,T222,2,0,41.925198,-87.746381,2011,6,17
CULEX RESTUANS,51, N MONT CLARE AVE,T223,33,0,41.973845,-87.805059,2011,6,17
CULEX RESTUANS,82, S KOSTNER AVE,T225,1,0,41.743402,-87.731435,2011,6,17
CULEX PIPIENS/RESTUANS,17, W ADDISON ST,T224,2,0,41.947227,-87.671457,2011,6,17
CULEX RESTUANS,17, W ADDISON ST,T224,5,0,41.947227,-87.671457,2011,6,17
CULEX RESTUANS,90, W GARFIELD BLVD,T226,3,0,41.793818,-87.654234,2011,6,17
CULEX PIPIENS/RESTUANS,13, N LARAMIE AVE,T230,16,0,41.904194,-87.756155,2011,6,17
CULEX RESTUANS,13, N LARAMIE AVE,T230,10,0,41.904194,-87.756155,2011,6,17
CULEX PIPIENS/RESTUANS,51, W 72ND ST,T035,1,0,41.763733,-87.742302,2011,6,17
CULEX RESTUANS,51, W 72ND ST,T035,6,0,41.763733,-87.742302,2011,6,17
CULEX PIPIENS/RESTUANS,58, N RIDGE AVE,T231,1,0,41.98728,-87.666066,2011,6,17
CULEX PIPIENS/RESTUANS,17, N ASHLAND AVE,T232,4,0,41.912563,-87.668055,2011,6,17
CULEX RESTUANS,17, N ASHLAND AVE,T232,2,0,41.912563,-87.668055,2011,6,17
CULEX PIPIENS/RESTUANS,42, W 65TH ST,T235,3,0,41.776428,-87.627096,2011,6,17
CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,4,0,41.95469,-87.800991,2011,6,24
CULEX RESTUANS,41, N OAK PARK AVE,T002,5,0,41.95469,-87.800991,2011,6,24
CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,13,0,41.921965,-87.632085,2011,6,24
CULEX RESTUANS,22, N CANNON DR,T054,37,0,41.921965,-87.632085,2011,6,24
CULEX TERRITANS,22, N CANNON DR,T054,1,0,41.921965,-87.632085,2011,6,24
CULEX PIPIENS/RESTUANS,89, S CARPENTER ST,T159,1,0,41.732984,-87.649642,2011,6,24
CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,8,0,41.944869,-87.832763,2011,6,24
CULEX RESTUANS,36, N PITTSBURGH AVE,T011,9,0,41.944869,-87.832763,2011,6,24
CULEX SALINARIUS,36, N PITTSBURGH AVE,T011,1,0,41.944869,-87.832763,2011,6,24
CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,15,0,41.986921,-87.689778,2011,6,24
CULEX RESTUANS,58, N WESTERN AVE,T028,19,0,41.986921,-87.689778,2011,6,24
CULEX PIPIENS/RESTUANS,14, N HUMBOLDT DR,T033,9,0,41.906638,-87.701431,2011,6,24
CULEX RESTUANS,14, N HUMBOLDT DR,T033,9,0,41.906638,-87.701431,2011,6,24
CULEX PIPIENS/RESTUANS,10, S VINCENNES,T089,4,0,41.723195,-87.64997,2011,6,24
CULEX RESTUANS,10, S VINCENNES,T089,1,0,41.723195,-87.64997,2011,6,24
CULEX RESTUANS,42, W 127TH PL,T135,1,0,41.662014,-87.724608,2011,6,24
CULEX PIPIENS/RESTUANS,43, N ASHLAND AVE OVERPASS,T145,1,0,41.878114,-87.629798,2011,6,24
CULEX RESTUANS,43, N ASHLAND AVE OVERPASS,T145,2,0,41.878114,-87.629798,2011,6,24
CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,4,0,41.916265,-87.800515,2011,6,24
CULEX RESTUANS,25, S MILLARD AVE,T152,7,0,41.846075,-87.716277,2011,6,24
CULEX RESTUANS,35, W 116TH ST,T158,2,0,41.682587,-87.707973,2011,6,24
CULEX RESTUANS,37, N KEDVALE AVE,T218,3,0,41.948167,-87.730698,2011,6,24
CULEX PIPIENS/RESTUANS,45, N CAMPBELL AVE,T220,1,0,41.963976,-87.69181,2011,6,24
CULEX RESTUANS,45, N CAMPBELL AVE,T220,7,0,41.963976,-87.69181,2011,6,24
CULEX PIPIENS/RESTUANS,46, N MILWAUKEE AVE,T003,4,0,41.964242,-87.757639,2011,6,24
CULEX RESTUANS,46, N MILWAUKEE AVE,T003,7,0,41.964242,-87.757639,2011,6,24
CULEX PIPIENS/RESTUANS,70, N MOSELL AVE,T008,52,0,42.008314,-87.777921,2011,6,24
CULEX RESTUANS,70, N MOSELL AVE,T008,100,0,42.008314,-87.777921,2011,6,24
CULEX SALINARIUS,70, N MOSELL AVE,T008,1,0,42.008314,-87.777921,2011,6,24
CULEX PIPIENS/RESTUANS,11, S CALIFORNIA,T047,13,0,41.868142,-87.696269,2011,6,24
CULEX RESTUANS,11, S CALIFORNIA,T047,21,0,41.868142,-87.696269,2011,6,24
CULEX RESTUANS,61, W FULLERTON AVE,T013,1,0,41.923738,-87.785288,2011,6,24
CULEX PIPIENS/RESTUANS,33, N RUTHERFORD AVE,T144,7,0,41.94016,-87.794896,2011,6,24
CULEX RESTUANS,33, N RUTHERFORD AVE,T144,13,0,41.94016,-87.794896,2011,6,24
CULEX PIPIENS/RESTUANS,11, S ARTESIAN AVE,T160,1,0,41.903002,-87.688267,2011,6,24
CULEX RESTUANS,11, S ARTESIAN AVE,T160,3,0,41.903002,-87.688267,2011,6,24
CULEX RESTUANS,60, W MONTROSE DR,T017,1,0,41.960616,-87.777189,2011,6,24
CULEX PIPIENS/RESTUANS,33, W 104TH ST,T095,1,0,41.704336,-87.703736,2011,6,24
CULEX RESTUANS,33, W 104TH ST,T095,1,0,41.704336,-87.703736,2011,6,24
CULEX PIPIENS/RESTUANS,17, N PULASKI RD,T039,1,0,41.911824,-87.726737,2011,6,24
CULEX PIPIENS/RESTUANS,22, W 51ST ST,T061,1,0,41.801179,-87.679447,2011,6,24
CULEX RESTUANS,35, W 51ST ST,T062,1,0,41.800737,-87.71188,2011,6,24
CULEX RESTUANS,52, W 63RD ST,T065,1,0,41.778297,-87.752411,2011,6,24
CULEX RESTUANS,67, S KEDZIE AVE,T066,1,0,41.77166,-87.703047,2011,6,24
CULEX RESTUANS,22, W 69TH ST,T069,1,0,41.768388,-87.678649,2011,6,24
CULEX PIPIENS/RESTUANS,10, E 67TH ST,T073,8,0,41.773215,-87.60088,2011,6,24
CULEX RESTUANS,10, E 67TH ST,T073,18,0,41.773215,-87.60088,2011,6,24
CULEX RESTUANS,39, S ASHLAND AVE,T074,8,0,41.822536,-87.666343,2011,6,24
CULEX RESTUANS,64, S STONY ISLAND AVE,T077,2,0,41.778748,-87.586427,2011,6,24
CULEX PIPIENS/RESTUANS,77, S EBERHART AVE,T080,3,0,41.754676,-87.612922,2011,6,24
CULEX RESTUANS,77, S EBERHART AVE,T080,4,0,41.754676,-87.612922,2011,6,24
CULEX PIPIENS/RESTUANS,40, S DEARBORN ST,T081,1,0,41.821582,-87.627796,2011,6,24
CULEX RESTUANS,50, S UNION AVE,T082,8,0,41.803423,-87.642984,2011,6,24
CULEX PIPIENS/RESTUANS,52, S KOLMAR,T114,16,0,41.798697,-87.736812,2011,6,24
CULEX RESTUANS,52, S KOLMAR,T114,23,0,41.798697,-87.736812,2011,6,24
CULEX PIPIENS/RESTUANS,63, W 64TH ST,T155,4,0,41.776156,-87.778927,2011,6,24
CULEX RESTUANS,63, W 64TH ST,T155,1,0,41.776156,-87.778927,2011,6,24
CULEX PIPIENS/RESTUANS,37, S PULASKI RD,T063,6,0,41.82561,-87.726549,2011,6,24
CULEX RESTUANS,37, S PULASKI RD,T063,1,0,41.82561,-87.726549,2011,6,24
CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,43,0,41.673408,-87.599862,2011,6,24
CULEX RESTUANS,12, S DOTY AVE,T115,33,0,41.673408,-87.599862,2011,6,24
CULEX RESTUANS,10, S STONY ISLAND AVE,T138,1,0,41.726465,-87.585413,2011,6,24
CULEX PIPIENS/RESTUANS,13, S TORRENCE AVE,T200,38,0,41.678618,-87.559308,2011,6,24
CULEX RESTUANS,13, S TORRENCE AVE,T200,27,0,41.678618,-87.559308,2011,6,24
CULEX PIPIENS/RESTUANS,24, E 105TH ST,T128,4,0,41.704572,-87.565666,2011,6,24
CULEX RESTUANS,24, E 105TH ST,T128,2,0,41.704572,-87.565666,2011,6,24
CULEX RESTUANS,58, N PULASKI RD,T027,1,0,41.984809,-87.728492,2011,6,24
CULEX RESTUANS,40, E 130TH ST,T221,1,0,41.659112,-87.538693,2011,6,24
CULEX PIPIENS/RESTUANS,91, W HIGGINS RD,T009,1,0,41.992478,-87.862995,2011,6,24
CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,10,0,41.974689,-87.890615,2011,6,24
CULEX RESTUANS,10, W OHARE AIRPORT,T900,117,0,41.974689,-87.890615,2011,6,24
CULEX PIPIENS,10, W OHARE AIRPORT,T900,3,0,41.974689,-87.890615,2011,6,24
CULEX RESTUANS,65, E 91ST PL,T227,1,0,41.728495,-87.600963,2011,6,24
CULEX RESTUANS,17, W ADDISON ST,T224,6,0,41.947227,-87.671457,2011,6,24
CULEX PIPIENS/RESTUANS,90, W GARFIELD BLVD,T226,15,0,41.793818,-87.654234,2011,6,24
CULEX RESTUANS,90, W GARFIELD BLVD,T226,20,0,41.793818,-87.654234,2011,6,24
CULEX PIPIENS/RESTUANS,13, N LARAMIE AVE,T230,3,0,41.904194,-87.756155,2011,6,24
CULEX PIPIENS/RESTUANS,51, W 72ND ST,T035,3,0,41.763733,-87.742302,2011,6,24
CULEX PIPIENS/RESTUANS,17, N ASHLAND AVE,T232,7,0,41.912563,-87.668055,2011,6,24
CULEX PIPIENS/RESTUANS,42, W 65TH ST,T235,5,0,41.776428,-87.627096,2011,6,24
CULEX RESTUANS,42, W 65TH ST,T235,6,0,41.776428,-87.627096,2011,6,24
CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,2,0,41.95469,-87.800991,2011,6,30
CULEX RESTUANS,41, N OAK PARK AVE,T002,33,0,41.95469,-87.800991,2011,6,30
CULEX PIPIENS/RESTUANS,25, W GRAND AVE,T046,10,0,41.891118,-87.654491,2011,6,30
CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,19,0,41.867108,-87.654224,2011,6,30
CULEX RESTUANS,11, W ROOSEVELT,T048,15,0,41.867108,-87.654224,2011,6,30
CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,15,0,41.921965,-87.632085,2011,6,30
CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,27,0,41.720848,-87.666014,2011,6,30
CULEX RESTUANS,17, W 95TH ST,T094,15,0,41.720848,-87.666014,2011,6,30
CULEX TERRITANS,17, W 95TH ST,T094,1,0,41.720848,-87.666014,2011,6,30
CULEX RESTUANS,75, N OAKLEY AVE,T148,1,0,42.01743,-87.687769,2011,6,30
CULEX PIPIENS/RESTUANS,89, S CARPENTER ST,T159,1,0,41.732984,-87.649642,2011,6,30
CULEX RESTUANS,89, S CARPENTER ST,T159,4,0,41.732984,-87.649642,2011,6,30
CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,73,0,41.944869,-87.832763,2011,6,30
CULEX RESTUANS,58, N WESTERN AVE,T028,2,0,41.986921,-87.689778,2011,6,30
CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,1,0,41.801498,-87.763416,2011,6,30
CULEX TERRITANS,50, S CENTRAL AVE,T031,2,0,41.801498,-87.763416,2011,6,30
CULEX PIPIENS/RESTUANS,14, N HUMBOLDT DR,T033,1,0,41.906638,-87.701431,2011,6,30
CULEX PIPIENS/RESTUANS,10, S VINCENNES,T089,3,0,41.723195,-87.64997,2011,6,30
CULEX RESTUANS,10, S VINCENNES,T089,3,0,41.723195,-87.64997,2011,6,30
CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,92,0,41.868077,-87.666901,2011,6,30
CULEX RESTUANS,11, S ASHLAND AVE,T090,3,0,41.868077,-87.666901,2011,6,30
CULEX PIPIENS,11, S ASHLAND AVE,T090,3,0,41.868077,-87.666901,2011,6,30
CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,2,0,41.662014,-87.724608,2011,6,30
CULEX RESTUANS,42, W 127TH PL,T135,8,0,41.662014,-87.724608,2011,6,30
CULEX TERRITANS,42, W 127TH PL,T135,5,0,41.662014,-87.724608,2011,6,30
CULEX PIPIENS/RESTUANS,43, N ASHLAND AVE OVERPASS,T145,1,0,41.878114,-87.629798,2011,6,30
CULEX PIPIENS/RESTUANS,28, N FRANCISCO AVE,T147,9,0,41.932094,-87.700117,2011,6,30
CULEX RESTUANS,28, N FRANCISCO AVE,T147,5,0,41.932094,-87.700117,2011,6,30
CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,36,0,41.916265,-87.800515,2011,6,30
CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,15,0,41.916265,-87.800515,2011,6,30
CULEX PIPIENS/RESTUANS,25, S MILLARD AVE,T152,4,0,41.846075,-87.716277,2011,6,30
CULEX RESTUANS,25, S MILLARD AVE,T152,7,0,41.846075,-87.716277,2011,6,30
CULEX RESTUANS,35, W 116TH ST,T158,3,0,41.682587,-87.707973,2011,6,30
CULEX RESTUANS,37, N KEDVALE AVE,T218,2,0,41.948167,-87.730698,2011,6,30
CULEX PIPIENS/RESTUANS,46, N MILWAUKEE AVE,T003,1,0,41.964242,-87.757639,2011,6,30
CULEX RESTUANS,46, N MILWAUKEE AVE,T003,1,0,41.964242,-87.757639,2011,6,30
CULEX PIPIENS/RESTUANS,70, N MOSELL AVE,T008,19,0,42.008314,-87.777921,2011,6,30
CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,1,0,41.991429,-87.747113,2011,6,30
CULEX PIPIENS/RESTUANS,11, S CALIFORNIA,T047,14,0,41.868142,-87.696269,2011,6,30
CULEX RESTUANS,11, S CALIFORNIA,T047,21,0,41.868142,-87.696269,2011,6,30
CULEX RESTUANS,11, S ARTESIAN AVE,T160,8,0,41.903002,-87.688267,2011,6,30
CULEX TERRITANS,11, S ARTESIAN AVE,T160,1,0,41.903002,-87.688267,2011,6,30
CULEX PIPIENS/RESTUANS,33, W 104TH ST,T095,33,0,41.704336,-87.703736,2011,6,30
CULEX RESTUANS,33, W 104TH ST,T095,68,0,41.704336,-87.703736,2011,6,30
CULEX RESTUANS,17, N PULASKI RD,T039,1,0,41.911824,-87.726737,2011,6,30
CULEX PIPIENS/RESTUANS,52, W 63RD ST,T065,10,0,41.778297,-87.752411,2011,6,30
CULEX RESTUANS,52, W 63RD ST,T065,20,0,41.778297,-87.752411,2011,6,30
CULEX RESTUANS,10, E 67TH ST,T073,2,0,41.773215,-87.60088,2011,6,30
CULEX PIPIENS/RESTUANS,39, S ASHLAND AVE,T074,1,0,41.822536,-87.666343,2011,6,30
CULEX RESTUANS,39, S ASHLAND AVE,T074,1,0,41.822536,-87.666343,2011,6,30
CULEX RESTUANS,71, S SOUTH SHORE DR,T079,1,0,41.766202,-87.562889,2011,6,30
CULEX TERRITANS,71, S SOUTH SHORE DR,T079,1,0,41.766202,-87.562889,2011,6,30
CULEX PIPIENS/RESTUANS,77, S EBERHART AVE,T080,1,0,41.754676,-87.612922,2011,6,30
CULEX RESTUANS,77, S EBERHART AVE,T080,1,0,41.754676,-87.612922,2011,6,30
CULEX PIPIENS/RESTUANS,40, S DEARBORN ST,T081,1,0,41.821582,-87.627796,2011,6,30
CULEX RESTUANS,40, S DEARBORN ST,T081,3,0,41.821582,-87.627796,2011,6,30
CULEX RESTUANS,50, S UNION AVE,T082,5,0,41.803423,-87.642984,2011,6,30
CULEX RESTUANS,79, S CHICAGO AVE,T083,1,0,41.754292,-87.590773,2011,6,30
CULEX PIPIENS/RESTUANS,52, S KOLMAR,T114,75,0,41.798697,-87.736812,2011,6,30
CULEX RESTUANS,52, S KOLMAR,T114,59,0,41.798697,-87.736812,2011,6,30
CULEX TERRITANS,52, S KOLMAR,T114,1,0,41.798697,-87.736812,2011,6,30
CULEX TERRITANS,63, W 64TH ST,T155,2,0,41.776156,-87.778927,2011,6,30
CULEX PIPIENS/RESTUANS,37, S PULASKI RD,T063,11,0,41.82561,-87.726549,2011,6,30
CULEX RESTUANS,37, S PULASKI RD,T063,8,0,41.82561,-87.726549,2011,6,30
CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,93,0,41.673408,-87.599862,2011,6,30
CULEX RESTUANS,12, S DOTY AVE,T115,46,0,41.673408,-87.599862,2011,6,30
CULEX SALINARIUS,12, S DOTY AVE,T115,1,0,41.673408,-87.599862,2011,6,30
CULEX RESTUANS,13, S TORRENCE AVE,T200,2,0,41.678618,-87.559308,2011,6,30
CULEX PIPIENS/RESTUANS,24, E 105TH ST,T128,8,0,41.704572,-87.565666,2011,6,30
CULEX RESTUANS,24, E 105TH ST,T128,2,0,41.704572,-87.565666,2011,6,30
CULEX PIPIENS/RESTUANS,58, N PULASKI RD,T027,3,0,41.984809,-87.728492,2011,6,30
CULEX RESTUANS,58, N PULASKI RD,T027,2,0,41.984809,-87.728492,2011,6,30
CULEX TERRITANS,58, N PULASKI RD,T027,6,0,41.984809,-87.728492,2011,6,30
CULEX RESTUANS,40, E 130TH ST,T221,1,0,41.659112,-87.538693,2011,6,30
CULEX PIPIENS/RESTUANS,91, W HIGGINS RD,T009,3,0,41.992478,-87.862995,2011,6,30
CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,467,0,41.974689,-87.890615,2011,6,30
CULEX RESTUANS,10, W OHARE AIRPORT,T900,334,0,41.974689,-87.890615,2011,6,30
CULEX PIPIENS/RESTUANS,10, W OHARE,T903,35,0,41.957799,-87.930995,2011,6,30
CULEX RESTUANS,10, W OHARE,T903,20,0,41.957799,-87.930995,2011,6,30
CULEX PIPIENS,10, W OHARE,T903,40,0,41.957799,-87.930995,2011,6,30
CULEX TERRITANS,48, W MONTANA ST,T222,1,0,41.925198,-87.746381,2011,6,30
CULEX RESTUANS,82, S KOSTNER AVE,T225,2,0,41.743402,-87.731435,2011,6,30
CULEX PIPIENS/RESTUANS,65, E 91ST PL,T227,2,0,41.728495,-87.600963,2011,6,30
CULEX RESTUANS,65, E 91ST PL,T227,2,0,41.728495,-87.600963,2011,6,30
CULEX PIPIENS/RESTUANS,17, W ADDISON ST,T224,1,0,41.947227,-87.671457,2011,6,30
CULEX RESTUANS,17, W ADDISON ST,T224,5,0,41.947227,-87.671457,2011,6,30
CULEX PIPIENS/RESTUANS,90, W GARFIELD BLVD,T226,18,0,41.793818,-87.654234,2011,6,30
CULEX RESTUANS,90, W GARFIELD BLVD,T226,37,0,41.793818,-87.654234,2011,6,30
CULEX RESTUANS,13, N LARAMIE AVE,T230,1,0,41.904194,-87.756155,2011,6,30
CULEX RESTUANS,17, N ASHLAND AVE,T232,5,0,41.912563,-87.668055,2011,6,30
CULEX RESTUANS,42, W 65TH ST,T235,11,0,41.776428,-87.627096,2011,6,30
CULEX TERRITANS,42, W 65TH ST,T235,1,0,41.776428,-87.627096,2011,6,30
CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,24,0,41.95469,-87.800991,2011,7,11
CULEX RESTUANS,41, N OAK PARK AVE,T002,18,0,41.95469,-87.800991,2011,7,11
CULEX PIPIENS,41, N OAK PARK AVE,T002,4,0,41.95469,-87.800991,2011,7,11
CULEX PIPIENS/RESTUANS,25, W GRAND AVE,T046,1,0,41.891118,-87.654491,2011,7,11
CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,25,0,41.867108,-87.654224,2011,7,11
CULEX RESTUANS,11, W ROOSEVELT,T048,15,0,41.867108,-87.654224,2011,7,11
CULEX PIPIENS,11, W ROOSEVELT,T048,3,0,41.867108,-87.654224,2011,7,11
CULEX TERRITANS,11, W ROOSEVELT,T048,2,0,41.867108,-87.654224,2011,7,11
CULEX RESTUANS,11, W CHICAGO,T049,1,0,41.896282,-87.655232,2011,7,11
CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,2,0,41.921965,-87.632085,2011,7,11
CULEX RESTUANS,22, N CANNON DR,T054,8,0,41.921965,-87.632085,2011,7,11
CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,15,0,41.720848,-87.666014,2011,7,11
CULEX RESTUANS,17, W 95TH ST,T094,10,0,41.720848,-87.666014,2011,7,11
CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,4,0,42.01743,-87.687769,2011,7,11
